0.70,-4.35,-4.70,-2.89
3.38,-5.00,0.59,4.88
0.66,4.29,3.00,4.72
-3.99,-0.62,3.63,1.18
-0.59,-4.93,-0.38,-1.80
4.62,-3.41,-0.90,-4.70
0.34,3.72,-3.87,4.00
1.67,-1.05,-4.55,-3.73
-0.78,4.13,1.19,-2.92
4.77,-1.72,-3.65,0.70
-2.66,-3.62,1.20,-3.67
-4.27,-4.42,-2.01,-4.49
3.19,2.50,1.38,2.47
3.39,2.97,-1.90,-3.23
-3.05,1.38,2.67,0.77
2.23,3.21,-2.15,-0.59
2.70,-2.82,-0.38,3.20
-3.84,-1.60,2.47,4.35
-3.24,-1.27,-1.20,-0.36
-0.78,1.29,1.84,1.24
2.16,1.41,4.31,-3.38
1.43,1.24,2.10,-4.46
3.42,4.82,2.90,-2.52
2.11,2.39,-2.08,-1.21
-4.39,3.29,-2.93,-2.58
-3.62,1.08,-4.97,4.39
-1.59,0.56,-0.78,2.59
-3.21,3.03,-0.94,0.33
1.87,-3.87,-2.04,3.21
0.29,0.84,-2.06,-3.72
-2.65,4.23,-0.19,-2.63
-4.60,-3.13,0.60,-1.00
0.37,4.91,4.72,-4.62
-0.85,1.43,0.27,0.03
-1.94,2.82,4.55,2.19
3.38,-4.00,3.27,-1.10
2.95,-0.53,3.30,-2.04
4.64,-2.53,-4.84,-3.96
1.57,0.43,1.42,-3.71
2.84,-0.56,-1.84,-2.37
-1.67,-1.99,-4.07,-2.77
-0.98,0.97,-4.12,4.20
-0.75,-0.13,1.83,-3.19
0.81,-4.25,-3.68,-0.81
-2.36,-1.24,3.50,-1.31
1.62,-4.45,-4.71,-1.30
1.43,4.35,-0.10,3.38
3.93,2.58,-3.90,-3.46
3.29,-1.26,-3.91,-2.94
-3.69,-0.65,2.81,3.88
4.91,4.25,-4.63,0.99
1.02,1.54,-4.27,4.46
-1.98,4.43,4.63,2.84
1.82,-3.18,-2.63,4.76
-4.14,2.64,-2.43,-1.15
-2.36,-0.02,-4.77,-2.69
-4.25,1.38,-1.65,4.93
-3.18,-3.70,-2.89,-3.25
-0.05,0.35,-2.12,3.08
4.68,-0.44,-4.86,-0.40
1.08,-0.30,2.01,2.49
-3.96,-2.22,-0.41,-4.69
-2.93,-2.34,-2.88,3.62
-1.83,-2.56,-0.66,0.99
2.55,0.01,1.24,1.76
-0.14,-2.96,-0.46,-1.11
-0.18,2.74,-2.72,-4.17
-0.83,-2.03,3.35,4.60
-2.94,-4.02,3.65,1.76
-4.71,1.75,-4.54,1.49
4.19,4.70,-4.92,-0.21
-2.15,2.98,1.57,-4.83
3.71,4.55,-0.42,-0.88
0.92,1.27,-4.48,1.55
4.53,3.36,3.19,-1.23
2.34,-3.37,-0.07,-4.68
-4.30,2.63,-2.15,-4.17
1.81,-0.78,-1.00,-3.35
-2.16,0.93,1.29,1.63
1.47,-4.25,3.25,3.65
2.45,-0.54,1.08,-2.95
-3.38,1.33,0.60,-4.09
0.32,-3.94,-1.35,4.92
1.50,-2.33,2.10,4.18
-1.68,-1.02,2.88,-0.18
-3.00,2.29,1.28,-4.00
-2.14,3.80,-2.80,-0.42
-0.77,4.31,-2.90,-1.59
2.83,4.92,-3.58,2.88
-4.87,2.30,0.88,3.27
-3.13,3.35,2.98,-1.23
-1.88,-4.81,1.96,0.26
4.02,0.04,4.13,-3.59
0.13,0.32,1.95,-2.01
4.89,3.51,-1.12,1.95
-0.66,1.00,-4.91,-2.03
1.94,-0.71,-2.94,4.24
-0.62,1.29,-4.53,-2.41
0.60,-4.13,-3.91,-2.39
-1.66,-1.18,-2.57,-0.61
4.43,1.00,-4.38,-3.33
2.03,-0.94,-3.51,-0.56
-2.16,-2.64,-0.10,3.56
3.16,-4.10,3.33,-4.39
-3.07,0.23,-2.03,0.90
-2.42,3.84,1.10,-3.53
-4.37,4.46,-1.49,-1.15
-1.04,-4.22,4.13,1.54
4.58,-3.65,-2.70,0.99
-0.55,-0.56,0.06,4.12
3.79,-4.65,4.06,-4.53
-3.60,-0.96,-2.11,-1.35
4.72,0.82,3.38,-1.82
0.03,-2.90,1.92,0.09
3.99,1.12,-4.99,-1.88
2.27,-2.93,-3.40,-3.16
-0.69,-2.10,0.34,4.10
-1.31,0.28,-4.03,2.93
-4.91,-3.57,2.36,4.07
3.93,1.59,-3.82,4.59
3.02,4.30,-2.47,-3.57
1.39,-4.69,-3.48,-1.95
-0.28,-1.52,-4.26,-0.33
-2.63,1.42,4.57,2.72
-0.08,-1.45,-0.21,4.28
3.65,-0.34,-3.17,-1.93
2.27,0.10,-2.47,3.87
1.54,-2.45,-2.46,3.86
2.07,-1.50,0.05,3.07
1.42,-2.53,-3.43,0.28
-2.86,-0.12,4.75,-0.44
1.14,3.53,1.35,4.62
2.51,1.22,3.46,-3.21
-2.42,4.75,-3.18,4.19
-4.75,-4.22,-1.31,-3.54
-1.11,-1.14,3.89,-3.70
4.57,-4.15,4.43,3.12
2.58,-0.64,-2.04,-4.31
3.30,-3.69,-3.82,-3.72
4.58,2.09,-4.05,-4.18
1.30,2.42,4.89,0.04
-1.84,-3.25,3.58,-3.81
2.85,2.33,1.92,-1.85
2.91,-1.02,1.92,-3.19
3.26,-3.67,-4.74,1.48
1.95,-3.18,-0.98,-2.17
-3.81,0.14,2.89,0.21
-3.80,3.38,2.10,-4.97
4.29,4.82,3.96,3.08
-2.53,4.83,-4.51,-4.55
4.76,-3.39,1.30,3.07
4.41,-0.21,-0.43,-2.93
1.59,-1.41,-0.83,1.05
-3.40,-3.24,-3.68,0.50
-0.46,-2.90,-3.16,4.04
-3.55,-3.17,-3.87,3.98
-0.04,-5.00,-0.01,-4.96
-4.16,-4.24,3.95,-3.73
-2.54,1.76,2.26,-4.32
1.69,-1.31,3.20,3.85
-2.15,3.21,0.64,0.34
-2.83,-3.20,-4.07,2.01
4.38,-1.46,-2.67,-2.27
-4.49,-3.78,-3.59,1.61
-3.92,3.55,-2.88,4.13
-1.09,-3.71,1.69,4.35
2.76,-2.64,-2.86,-0.45
-1.15,4.64,2.52,-1.80
4.75,2.04,-3.65,-0.01
-4.90,-2.41,2.08,-2.27
-3.94,2.30,0.79,-0.88
1.44,-4.81,-0.54,0.07
-2.35,0.49,-4.82,-4.88
1.47,-1.62,0.78,-1.26
3.09,-2.09,1.53,-3.88
3.41,2.90,0.64,0.30
0.93,4.19,2.70,1.97
1.39,-1.20,2.88,-3.04
1.26,4.11,-2.78,0.01
-3.68,-4.68,0.36,-4.62
-2.62,-2.66,1.22,-3.49
3.47,-3.77,-0.76,4.30
4.98,-2.10,-0.45,-1.01
-3.10,-2.62,2.80,2.17
4.28,-1.28,-3.29,1.13
3.89,-3.88,1.07,-4.66
2.27,-1.77,4.68,-2.88
1.19,-1.76,4.28,-2.74
2.43,3.09,-4.38,5.00
1.45,3.10,-1.15,-1.02
-3.72,1.68,-3.02,-3.04
-1.25,3.29,0.02,-1.33
-1.45,3.39,1.30,-4.26
0.79,-0.33,4.45,-1.80
4.18,3.58,3.57,4.36
1.40,-3.71,-2.24,0.13
-4.60,4.40,3.33,-2.63
-1.50,-4.37,-3.21,2.84
0.26,-1.00,2.31,-1.91
3.77,-3.71,-0.01,-2.77
-4.97,3.43,-4.14,0.16
3.55,-0.27,-3.37,-3.44
1.36,4.75,-3.14,1.02
-4.26,0.43,-2.05,-0.33
4.43,-2.34,4.31,-4.77
1.37,4.17,-4.68,2.26
3.35,2.72,3.80,-1.25
-4.35,-2.45,-3.26,3.44
0.06,1.45,-2.43,-4.00
0.42,2.73,0.13,1.93
-4.88,-4.16,-4.68,-1.95
1.26,1.14,-4.74,2.09
0.23,3.45,-3.03,-2.25
-1.86,2.65,-4.15,-0.39
0.15,-1.35,4.68,-3.93
-1.03,-3.14,3.87,-4.29
-4.90,1.48,-3.69,-1.05
-2.75,3.45,-3.33,-1.91
-3.60,2.51,-0.15,4.74
-4.02,-4.40,-2.83,0.15
-0.84,0.63,3.11,0.69
-0.19,4.58,3.70,-2.83
0.64,-1.17,-3.85,3.36
-3.84,0.12,-2.93,-3.72
3.42,2.09,3.00,0.17
3.43,-2.67,1.54,1.11
3.46,4.89,-1.71,3.02
3.20,1.89,0.97,1.04
-4.65,-0.34,-1.60,-3.39
4.81,2.46,0.35,-0.87
1.74,-2.63,-4.00,1.50
3.07,-3.98,-0.89,1.10
2.46,-2.27,4.26,3.18
1.76,3.20,-1.81,-1.78
-3.80,-2.15,-1.44,1.25
-2.43,-2.68,3.38,-2.10
4.29,-4.57,2.79,4.32
3.83,0.86,-4.51,-4.05
0.59,2.03,-4.14,4.01
2.07,1.28,3.51,4.43
0.64,4.35,0.93,-2.12
0.62,-3.75,4.36,3.88
3.60,4.13,2.30,0.87
-1.40,-1.66,1.64,2.12
4.50,2.63,2.99,-1.15
-4.09,0.88,2.64,4.28
-1.01,-0.55,-3.53,1.20
-3.33,-0.32,3.89,-4.12
-0.47,3.25,-2.07,3.10
0.62,1.77,-0.08,2.25
2.83,-1.83,2.54,1.62
1.12,-0.31,-1.70,3.31
4.73,0.80,1.60,-1.43
-3.25,1.24,0.31,-3.89
3.14,3.78,1.45,-0.37
-3.59,4.32,0.60,3.95
-4.13,4.03,-2.91,-2.42
2.42,-0.24,-0.97,2.49
-0.97,-1.38,3.04,-4.36
-2.46,0.98,0.54,-1.96
3.55,-2.95,-2.58,3.46
-0.37,1.90,1.36,1.47
1.33,-4.12,-1.27,-0.94
-3.26,-2.60,1.95,2.20
4.48,-4.37,-2.54,-4.89
-4.49,-1.20,3.11,1.35
0.09,-4.00,2.85,-0.81
-3.81,0.51,0.04,3.88
0.74,-2.96,0.29,-3.60
-3.90,1.85,-1.25,2.28
-2.07,2.77,-0.36,-2.17
-1.38,0.70,-3.85,1.38
2.63,-4.02,-2.16,4.51
3.66,-4.91,-3.00,-3.80
-3.88,-4.57,-0.27,2.02
-4.96,1.58,3.87,-0.00
3.85,-0.89,0.90,-4.21
-1.22,-4.23,-1.81,0.73
0.69,1.17,4.55,-2.40
-4.89,3.96,2.38,-1.02
2.93,1.87,-2.52,4.89
4.31,-1.22,0.29,4.06
-1.41,-0.80,-4.96,-3.90
-1.66,0.26,-1.90,2.90
-4.73,3.82,4.49,2.16
4.76,0.36,-1.65,3.61
-3.94,-0.34,-2.40,2.90
3.45,-0.31,2.19,4.19
2.89,-3.39,1.83,-3.80
4.38,-4.53,-4.47,-2.01
0.98,-3.14,1.83,-4.28
-1.51,-3.77,-2.47,1.82
-2.95,4.83,-4.06,-0.06
-3.14,-4.40,3.66,-1.45
2.84,4.44,4.13,-1.67
-1.32,3.75,3.83,4.28
1.80,-3.80,-4.86,1.06
4.20,-3.64,-2.05,-1.78
4.21,4.69,2.95,-3.55
-0.47,-2.74,3.52,-3.54
2.22,-2.62,-4.08,-0.28
2.66,2.40,-3.72,-1.72
-1.50,1.22,-1.32,2.29
2.65,-0.23,3.23,-3.68
-1.73,-4.35,3.20,-4.06
-1.22,4.57,-0.49,-3.42
-0.56,-3.79,4.74,1.63
4.03,-4.53,4.74,3.58
-1.14,-1.72,-3.95,3.55
1.63,1.97,3.30,-0.56
-3.62,-3.30,-3.89,-1.82
3.51,0.02,1.84,2.48
-1.73,0.65,1.04,-4.74
-2.97,-0.30,-1.30,0.57
-3.25,-4.13,-2.72,4.50
-4.69,-1.42,0.06,-3.69
2.78,-0.59,3.34,-3.70
2.81,-2.35,-1.11,1.84
-3.10,2.16,1.20,3.86
-3.38,1.93,1.59,3.69
3.60,-3.82,0.42,3.36
-2.59,3.51,-0.34,2.39
0.33,0.28,-4.64,4.70
-0.56,0.76,1.83,4.22
-1.41,-2.12,1.76,-4.07
-3.30,-3.24,1.90,-1.60
-3.59,2.23,0.34,2.15
-1.47,-2.24,3.19,3.38
-1.92,4.77,-3.56,-2.14
4.79,-3.23,2.94,2.35
2.47,1.84,1.89,3.68
3.35,0.15,3.11,4.47
-1.68,-4.20,-4.04,-0.64
0.32,4.60,2.74,-3.61
3.39,-1.03,3.90,-4.31
1.35,0.02,-3.59,-2.09
0.17,4.64,2.03,-1.75
-2.01,-0.36,-4.08,-1.51
-0.08,4.49,3.98,1.68
4.01,-1.89,-2.37,2.47
-0.94,-1.47,3.15,-0.53
-2.40,-2.90,-4.26,-2.66
-0.33,2.15,-2.35,3.42
-2.87,0.68,2.66,-0.99
2.48,4.69,-4.95,1.67
4.24,0.64,-4.89,2.64
-3.97,3.42,0.64,-3.93
2.56,0.62,-3.15,3.88
0.00,-0.45,0.12,1.82
-3.15,-0.49,-2.83,3.94
2.83,2.18,-3.30,-3.00
0.67,1.15,-3.44,0.34
1.33,-4.44,-1.15,-3.88
-4.55,0.67,-1.30,4.26
-4.78,4.29,-3.07,4.70
3.92,1.50,-4.63,-0.08
4.73,1.95,4.34,0.02
-2.33,-2.82,-4.70,-2.65
4.03,-2.83,1.46,0.20
-3.54,-1.52,-4.82,-4.85
3.93,-3.44,2.57,1.20
0.97,3.36,3.75,0.03
-4.01,-1.96,-2.59,-1.39
2.54,2.82,-4.83,0.60
4.72,1.83,-3.69,2.67
-1.59,-2.10,0.08,-3.03
-1.64,0.68,2.25,2.35
3.53,-2.35,-1.47,-0.67
3.76,-0.59,-2.06,2.87
2.47,-4.01,3.19,0.08
-0.15,-3.90,1.94,-0.35
4.76,-3.19,-0.72,0.91
0.93,3.66,-3.03,-4.81
-1.25,-2.86,1.68,0.18
-3.97,-0.36,4.24,-0.40
-2.05,-0.85,1.25,0.71
0.72,-0.49,-4.04,3.15
-0.45,0.62,1.78,4.09
0.00,-3.51,4.61,-4.79
-4.61,-1.35,1.13,0.33
4.13,3.21,4.41,-1.12
-3.65,1.71,-3.69,4.63
4.04,0.90,-1.13,-0.77
2.14,-3.56,-3.97,-2.25
2.86,-3.11,3.10,2.42
3.02,-1.88,4.28,-3.79
-0.66,-3.12,-0.62,-0.24
4.29,-3.44,1.73,3.14
-0.29,-2.22,3.61,-0.07
-4.38,-1.50,4.14,-1.18
-0.02,4.33,-2.42,-2.12
3.68,0.72,-0.53,0.34
1.69,-1.95,-1.60,-3.89
-4.78,4.49,0.45,-3.78
0.78,2.63,0.57,-3.00
-2.31,0.68,-3.17,-4.99
0.84,0.30,3.01,2.22
-2.76,-0.45,-2.78,-0.21
1.00,-3.57,-4.64,2.12
-4.17,1.39,-0.92,1.15
-1.57,1.48,-2.17,-3.61
-4.48,-1.78,0.42,4.02
-2.20,1.08,-4.08,3.38
0.24,-3.79,-0.24,-1.28
-3.90,2.92,3.31,1.96
