0.73,-0.87,1
8.22,5.40,2
7.06,-0.18,2
0.81,3.04,2
0.85,0.92,0
9.87,2.88,1
3.74,3.56,3
3.71,4.81,3
8.13,0.44,3
9.47,-0.92,0
9.86,-0.04,0
7.53,5.30,2
3.76,5.12,3
0.84,3.18,0
7.77,3.20,2
5.58,3.66,3
4.24,0.23,1
9.06,5.40,2
1.11,1.93,0
4.93,1.68,0
0.11,2.63,2
4.69,-0.67,2
0.56,0.16,0
1.19,4.17,1
1.18,-0.42,3
6.49,3.22,1
7.46,0.72,2
5.83,1.73,1
9.62,1.02,0
3.75,1.49,2
2.86,4.03,3
8.69,1.08,0
2.24,2.96,0
9.63,2.33,3
0.12,3.65,3
9.70,5.56,1
0.43,4.13,2
8.91,0.50,3
5.28,-0.78,3
9.93,0.84,2
0.74,3.17,3
5.54,-0.64,3
9.69,2.47,1
5.23,3.18,0
6.29,1.34,0
6.96,4.40,0
4.55,-0.25,0
6.28,-0.47,3
5.84,4.10,2
9.01,2.47,2
0.45,3.82,1
2.81,2.04,1
9.50,0.72,3
8.90,4.73,2
4.56,4.60,2
6.20,3.86,0
2.77,0.91,3
1.88,3.13,3
4.64,1.53,0
3.53,-0.36,3
5.84,5.42,3
0.78,-0.04,1
9.74,5.65,2
9.86,2.12,3
