1.45,7.72,0
1.76,10.00,1
5.13,5.81,0
4.81,2.09,0
7.43,9.35,1
9.83,5.71,0
6.68,3.78,0
9.66,7.48,1
2.50,5.23,0
3.73,7.36,0
2.82,3.21,0
9.64,4.11,0
3.22,7.31,0
2.35,1.86,1
7.62,1.22,0
7.33,8.45,1
2.56,4.89,1
9.75,5.18,0
9.81,9.21,0
5.00,3.57,0
4.92,9.15,0
8.56,3.23,0
9.75,8.51,1
1.81,7.01,1
9.91,7.62,0
7.11,5.14,0
9.30,8.51,1
5.51,6.67,0
9.81,1.63,0
9.80,9.21,0
1.57,3.38,0
5.96,8.87,1
2.93,7.56,1
7.90,1.53,1
1.97,6.12,1
6.31,1.56,1
5.19,3.48,0
2.73,7.61,1
7.03,3.12,0
9.20,2.42,0
9.32,6.20,0
5.26,9.94,1
5.01,7.89,0
7.94,8.23,0
9.30,3.35,1
3.59,8.22,1
8.57,8.24,0
2.60,4.17,0
7.90,9.21,0
1.64,7.07,0
6.29,1.44,0
4.03,4.17,1
1.98,3.18,0
6.82,5.51,1
8.50,3.02,1
4.74,4.24,1
3.62,7.12,1
2.50,6.93,0
1.44,2.25,0
5.57,6.38,1
2.36,9.13,1
5.38,5.95,0
7.18,9.85,0
2.63,7.47,0
5.89,6.07,1
4.60,8.79,1
7.11,3.85,0
4.13,1.15,1
2.86,5.03,1
3.34,5.53,0
8.01,3.35,0
9.88,2.87,0
6.18,2.76,1
7.86,5.85,0
1.01,2.87,0
6.24,8.90,1
4.61,9.81,1
8.01,5.81,1
1.59,2.94,0
1.75,1.35,1
7.36,6.68,1
6.88,5.62,1
4.57,5.19,1
3.82,8.92,0
6.23,2.04,1
2.15,4.78,1
7.63,4.44,1
9.09,8.80,0
5.24,2.40,0
2.77,4.99,0
8.80,6.67,0
2.16,8.32,1
1.21,6.86,0
2.82,1.21,1
9.84,1.02,1
1.19,6.72,0
5.27,6.38,0
9.14,2.88,1
1.00,4.33,0
9.54,7.52,1
7.06,3.59,0
6.70,1.92,1
7.51,5.14,0
2.84,2.33,0
4.19,5.32,0
1.68,5.61,1
4.64,2.28,1
9.99,6.99,0
5.52,4.85,1
5.78,9.80,1
7.71,5.51,1
9.78,7.10,0
7.88,4.88,1
4.56,3.19,1
2.89,8.10,1
4.36,1.94,1
1.96,2.40,1
4.33,6.09,1
1.22,4.97,1
9.59,5.79,0
2.32,4.72,1
9.52,8.81,1
6.76,7.48,0
5.38,4.50,1
6.53,5.45,1
9.00,7.92,0
4.08,3.83,1
3.85,8.22,1
7.06,7.99,1
1.11,1.55,0
1.93,4.62,0
8.64,1.22,1
8.51,4.87,0
3.41,8.17,0
9.15,6.09,0
8.46,9.90,1
9.87,9.20,0
8.21,4.41,0
3.73,5.16,0
8.98,4.86,0
3.75,6.68,1
2.64,6.41,0
7.53,5.96,1
1.41,7.49,1
7.19,8.64,0
2.92,5.12,0
7.16,2.27,0
4.38,2.87,0
8.63,5.81,0
7.44,2.13,0
6.93,4.47,0
6.66,6.23,0
1.82,3.75,1
8.06,8.41,0
1.08,6.55,0
3.87,3.32,1
9.04,7.25,0
6.03,8.72,0
7.19,5.23,0
7.20,9.95,1
8.64,9.53,0
4.60,2.48,1
9.27,1.13,0
7.29,7.66,1
3.70,4.33,1
5.66,3.04,0
6.28,9.56,1
9.27,3.62,1
3.31,3.07,0
7.71,4.23,1
6.86,6.38,1
1.49,7.42,1
9.91,7.41,0
6.55,9.82,0
7.09,9.35,1
8.73,4.60,0
7.97,7.23,0
3.89,3.01,0
6.62,6.38,1
7.09,2.87,1
7.45,6.08,1
5.81,7.57,1
6.37,1.96,1
2.32,5.23,0
9.47,3.29,0
2.34,2.56,0
2.28,1.35,1
8.98,8.21,1
7.77,5.10,1
9.20,9.29,0
9.72,8.87,1
1.35,5.99,1
9.80,9.62,0
3.65,6.59,1
8.00,9.25,1
1.04,9.87,0
5.04,4.79,0
6.17,3.30,1
2.81,1.61,0
1.24,4.05,1
9.82,5.30,0
3.75,8.69,1
7.43,6.88,0
4.38,2.52,0
2.67,5.13,1
2.87,3.23,0
3.24,5.93,1
9.06,4.82,1
9.88,4.01,0
2.99,7.04,1
9.69,4.06,1
3.24,2.94,0
8.73,4.86,0
3.69,5.27,0
9.85,8.94,1
3.19,5.71,0
8.14,2.59,1
1.26,9.19,0
9.28,4.84,1
8.19,6.69,0
9.71,1.88,1
9.71,2.64,0
1.46,1.66,0
1.97,9.90,1
1.51,7.39,1
2.64,6.40,1
7.63,7.94,1
9.37,8.99,0
8.69,6.71,1
3.53,1.76,1
4.64,1.24,1
7.23,2.76,0
1.34,3.78,0
6.72,5.23,0
5.67,1.68,0
2.32,1.25,1
1.85,6.87,0
4.47,5.53,1
9.94,8.18,1
9.48,2.34,0
6.99,2.75,1
4.47,7.07,0
5.61,6.53,0
2.03,3.75,1
5.48,4.61,1
1.48,9.63,1
7.53,8.36,1
7.15,9.97,0
3.35,5.15,0
2.08,6.68,1
8.44,7.44,0
3.51,3.33,1
8.67,7.90,0
7.78,7.72,0
5.52,3.87,0
9.81,2.42,0
3.55,1.84,0
5.76,8.11,1
9.10,2.46,1
3.60,4.55,1
5.81,5.57,1
6.62,9.53,1
4.86,2.24,0
1.44,9.97,1
7.96,3.38,0
7.38,9.90,1
9.49,2.98,1
5.93,1.29,1
3.74,1.92,0
7.91,3.87,0
8.05,1.76,0
8.78,8.37,1
6.94,4.03,1
7.81,9.74,1
6.53,4.57,1
4.79,1.65,0
2.27,2.28,0
8.57,4.85,0
3.10,4.07,1
1.95,5.76,0
1.07,8.73,1
7.77,6.37,0
2.21,3.87,1
9.70,6.26,0
2.36,1.60,0
9.84,9.43,0
9.18,7.57,0
5.42,9.53,1
6.54,8.31,1
8.76,3.60,0
1.05,8.51,0
2.97,6.38,0
8.64,7.61,1
2.40,7.93,1
5.14,6.58,0
6.38,7.10,0
6.65,8.76,1
8.06,1.68,1
5.32,1.27,0
1.19,5.93,0
2.28,2.73,0
1.54,5.45,1
4.96,1.21,1
7.89,5.97,1
3.13,6.08,0
1.15,3.89,1
5.62,1.03,1
6.23,1.88,0
7.67,8.54,0
4.12,7.26,0
7.01,2.94,1
3.17,6.53,1
1.99,4.11,0
6.03,7.12,1
5.40,7.39,0
6.32,1.31,0
9.12,8.91,1
3.93,6.03,0
9.81,7.46,1
5.77,8.82,1
6.57,3.25,0
6.66,9.49,1
8.34,2.81,0
2.32,8.16,1
2.72,2.04,1
8.89,1.54,0
7.42,8.63,0
5.91,4.60,1
1.48,8.00,0
9.93,4.74,0
9.61,5.64,0
9.89,2.39,0
8.14,9.61,1
1.02,8.41,1
5.93,4.04,1
1.56,1.56,1
8.12,9.87,1
9.23,2.49,1
1.34,4.91,1
4.08,1.75,0
7.95,7.76,1
3.81,9.13,1
6.62,5.00,1
9.01,2.50,0
4.87,2.43,1
4.49,5.79,0
3.50,3.40,0
8.43,9.89,1
6.72,9.98,1
8.73,8.68,1
4.64,8.48,0
6.31,2.65,0
1.39,3.95,0
8.69,9.96,0
6.30,4.35,0
4.60,2.61,0
6.61,7.56,0
3.77,4.63,1
8.59,7.44,0
3.26,2.57,0
7.04,7.85,0
6.26,8.51,1
8.33,2.11,0
8.69,9.91,0
2.60,4.49,1
2.65,8.20,0
7.78,3.48,1
9.25,3.15,1
9.25,4.43,1
2.24,4.15,0
6.02,5.57,0
5.26,7.87,1
4.69,1.77,1
9.24,8.33,0
5.21,1.00,1
3.55,1.03,1
4.58,1.72,0
7.10,6.86,0
3.11,4.55,0
9.55,3.54,1
9.86,4.67,0
5.57,5.14,1
